Type	Type1	Type2	Fresh_fluor	Froz_fluor	Species	Common_name
Muc_total	Mucosome	Total_spores	30400	32252	Ambystoma maculatum	Spotted salamander
Muc_total	Mucosome	Total_spores	31534	33456	Ambystoma maculatum	Spotted salamander
Muc_total	Mucosome	Total_spores	32017	33968	Ambystoma maculatum	Spotted salamander
Muc_total	Mucosome	Total_spores	24442	25932	Ambystoma maculatum	Spotted salamander
Muc_total	Mucosome	Total_spores	25026	26551	Ambystoma maculatum	Spotted salamander
Muc_total	Mucosome	Total_spores	25320	26863	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	22806	23491	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	21346	21987	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	21280	21919	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	23171	23867	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	21902	22560	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	22256	22924	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	38879	40046	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	38213	39360	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	38203	39350	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	33635	34645	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	34763	35806	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	34845	35891	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	27486	28311	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	29056	29928	Ambystoma maculatum	Spotted salamander
Muc_viable	Mucosome	Viable_spores	28943	29812	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	22488	23163	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	20586	21204	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	21352	21993	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	22156	22821	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	21602	22251	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	21490	22135	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	23562	24269	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	23000	23690	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	23607	24316	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	22585	23263	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	22875	23562	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	23466	24170	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	20159	20764	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	20876	21503	Ambystoma maculatum	Spotted salamander
Swab_total	Swab	Total_spores	22797	23481	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23199.75	23119	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	21476.7	21333	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23204.7	21630	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23312.1	22769	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23393.3	21071	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	21720.3	21758	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	24406.2	36137	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23639.7	34380	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	25484	33979	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23222	32252	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23393	33456	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	23471	33968	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	21703.5	25932	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	21665.7	26551	Ambystoma maculatum	Spotted salamander
Swab_viable	Swab	Viable_spores	24237.4	26863	Ambystoma maculatum	Spotted salamander
